标题,卖点,总价,单价,户型,楼层,共有楼层数,装修,朝向,建造时间,面积,小区,区域,所属区,梯户比例,是否有电梯,房屋属性,详情页
时代倾城 2室2厅 东南,链家网真房源，更多房源信息请联系经纪人,86,10141,2室2厅,低楼层,34,精装,东南,0,84.81,时代倾城,金星北,望城,两梯八户,有,商品房,https://cs.lianjia.com/ershoufang/104108585831.html
单位电梯2房 东塘地铁口 砂子塘社区 产权清晰随时看房,户型周正，采光充足，环境安静，交通便利，砂子塘社区,75,10347,2室2厅,高楼层,19,其他,东南,0,72.49,工商大厦,东塘,雨花,两梯六户,有,私产,https://cs.lianjia.com/ershoufang/104108686789.html
时代倾城 2室2厅 南,链家网真房源，更多房源信息请联系经纪人,76,8620,2室2厅,高楼层,35,精装,南,0,88.17,时代倾城,金星北,望城,一梯四户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108679784.html
诚心出售西湖公园 近地铁二号线 精装两房 楼层位置好,，商圈繁华，双地铁，近西湖公园，价格好谈，户型周正,108.8,11934,2室2厅,中楼层,18,其他,南,2007,91.17,格林星城,金星中路,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108694050.html
地铁口居家精装2房，小区环境好，独立厨卫。,还差1个月就满五唯一，房型周正，独立厨卫通燃气，小区环境好。,59.8,11581,2室2厅,高楼层,27,精装,北,2010,51.64,长大彩虹都,铁道学院,天心,三梯八户,有,商品房,https://cs.lianjia.com/ershoufang/104108656199.html
满5唯一住房，楼层好，朝南向采光好，随时看房,此房满5唯一，业主诚心出售，价格公道，同开元路这个价格真好,75,8260,3室2厅,高楼层,30,毛坯,南,2013,90.81,深业睿城,开元路,长沙县,两梯六户,有,商品房,https://cs.lianjia.com/ershoufang/104108662459.html
铁道学院 二环边上 毛坯两房 业主诚心出售,产证在手可以随时过户，业主诚心出售，看房方便,87.9,9914,2室2厅,中楼层,32,毛坯,东南,2013,88.67,剑桥名门,铁道学院,天心,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108695347.html
万科滨江三房，高层看江视野很好,户型特色为三房一卫，价格美丽、品质小区，央企大盘,198,21188,3室2厅,高楼层,34,精装,南,2014,93.45,万科里金域滨江,滨江新城,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108699371.html
房子朝南阳光充足，业主自住精装，环保材料。,房子朝南阳光充足，业主自住精装，环保材料。,96,10774,2室2厅,中楼层,33,精装,南,2011,89.11,先锋东外滩,马王堆,芙蓉,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108705248.html
1号地铁口 精装两房 园林小区 万科物业 青园,此房靠1号地铁口近 园林环境好 万科物业 青园,55,10626,2室1厅,高楼层,27,精装,北,2010,51.76,长大彩虹都,铁道学院,天心,三梯八户,有,商品房,https://cs.lianjia.com/ershoufang/104108672089.html
店长推荐：浩龙音乐界2+1户型，诚心出售。,使用率大，户型周正房间采光都比较好， 交通出行便利,48.8,7106,2室1厅,中楼层,31,毛坯,南,0,68.68,浩龙音乐界,望城区,望城,两梯六户,有,商品房,https://cs.lianjia.com/ershoufang/104108706636.html
急售急售！满五唯一，楼间距宽阔，中高楼层视野好,自住精装 地铁口 降价诚售 配套设施齐全,83,9787,2室2厅,高楼层,34,精装,南,0,84.81,时代倾城,金星北,望城,两梯八户,有,商品房,https://cs.lianjia.com/ershoufang/104108673602.html
先锋东外滩 2室2厅 南,链家网真房源，更多房源信息请联系经纪人,70,9197,2室2厅,高楼层,34,精装,南,2011,76.12,先锋东外滩,马王堆,芙蓉,六梯三十户,有,商品房,https://cs.lianjia.com/ershoufang/104108676194.html
精致朝南两房，铁道学院地铁口800米，学术氛围浓厚,楼层好不临街，温馨装修，全明户型视野好，享受无限阳光生活；,93,10489,2室2厅,中楼层,32,精装,南,2013,88.67,剑桥名门,铁道学院,天心,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108699056.html
开福区烈士公园东风一村2楼61.35平精装两房急售,此房满五唯一，业主急售，产权清晰，全新精装,54.8,8933,2室1厅,低楼层,6,精装,南 北,1998,61.35,东风一村,烈士公园,开福,一梯两户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108701551.html
万科品质，精装地铁口两房，房东急售，,万科品质精装两房，进出方便，有地铁有公交，,89,12933,2室2厅,低楼层,23,精装,东,2013,68.82,万科金域华府,武广新城,雨花,两梯六户,有,商品房,https://cs.lianjia.com/ershoufang/104108662110.html
壹号公馆 急售急售 滴于市场2K一平 诚心出售 随时可看,房子楼层好 朝五一广场 边户 采光好 居住舒适 配套齐全,118,14773,2室2厅,中楼层,32,精装,西,2010,79.88,壹号公馆,松桂园,芙蓉,四梯二十一户,有,商品房,https://cs.lianjia.com/ershoufang/104108687754.html
开元路 三号线正地铁口 精装修 交通便利人车分流,正地铁口满五唯一视野宽阔配套设施齐，旁边就是万 象汇,52.5,9938,2室2厅,低楼层,31,精装,南,0,52.83,华润凤凰城五彩城,开元路,长沙县,两梯十六户,有,商品房,https://cs.lianjia.com/ershoufang/104108668061.html
友谊路地铁口  中高楼层 精装两房 带师大FUZHONG,正规两房  中高楼层  采光好  地铁口 精装修,88,11717,2室1厅,中楼层,31,精装,南,2012,75.11,童话里,新开铺,天心,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108703698.html
次新小区，地铁七号线，天虹商场，人车分流,此房总价低，性 价 比 高，地铁七号线，天虹商场,26,7227,1室1厅,低楼层,18,毛坯,南,2013,35.98,丰园城,汽车南站,雨花,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108701312.html
此房满五唯一，楼层高，视野宽阔，采光好,此房满五唯一，楼层高，视野宽阔，采光好,138,12417,3室2厅,中楼层,33,简装,南,2010,111.14,世纪城融江苑,湘江世纪城,开福,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108583453.html
唯一，出价 就谈，看房 提前约,此房户型格局通透 豪 华装修 拎包入住,101,9368,3室1厅,中楼层,34,精装,南,2014,107.82,华润凤凰城二期,开元路,长沙县,两梯六户,有,商品房,https://cs.lianjia.com/ershoufang/104108612172.html
地铁口  洋房小区  小高层  居家精装保养好,地铁口   洋房电梯小高层   精装修  保养好,75,8492,3室2厅,高楼层,18,精装,南,0,88.32,郡原居里,万家丽北,长沙县,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108663717.html
洋湖湿地旁 万科纯板楼三房洋房 开发商精装 适合居家,满五唯一 洋房小高层 板楼 诚意出售,168,17342,3室2厅,中楼层,9,其他,南,0,96.88,万科白鹭郡,洋湖垸,岳麓,一梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108670998.html
首付26即可拥有 南北通透 精装小3房 洋房户型 拎包住,一期洋房楼栋 中间楼层 采光好，精装 拎包住 看房方便,91.8,10290,3室2厅,中楼层,18,精装,南 北,2011,89.22,名家翡翠花园,金星北,望城,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108675306.html
荣鑫家园 精装居家四房 看房方便 诚心出售,业主诚心出售，小区近星沙公园，环境好,85,5046,4室2厅,中楼层,33,精装,南 北,0,168.46,荣鑫家园,开元路,长沙县,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108677154.html
华润凤凰城二期 5室2厅 南 北,链家网真房源，更多房源信息请联系经纪人,155,10830,5室2厅,高楼层,34,精装,南 北,2014,143.13,华润凤凰城二期,开元路,长沙县,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108661966.html
恒大二期精装小三房，楼层位置都好 读书好选择,恒大二期精装三房，视野宽阔可远眺岳麓山，近麓山陪读方便!,179,19865,3室2厅,中楼层,18,精装,南,2014,90.11,恒大华府,市政府,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108665711.html
开元路地铁口，精装四房，天虹就在家门口,松雅湖正地铁口，四房两卫好，精装拎包可住，满五唯一,103,10587,4室2厅,中楼层,25,精装,南,2012,97.29,世锦家和院,开元路,长沙县,两梯十八户,有,商品房,https://cs.lianjia.com/ershoufang/104108718198.html
店长推荐 满五唯一省个税 双阳台 无遮挡 保养好,满五唯一省个税 双阳台 无遮挡 采光好 拎包入住的小三房,73.8,7925,3室2厅,高楼层,18,精装,北,0,93.13,恒大名都,金星北,望城,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108668036.html
开元路地铁口，精装四房，天虹就在家门口,松雅湖正地铁口，四房两卫好，精装拎包可住，满五唯一,103,10587,4室2厅,中楼层,25,精装,南,2012,97.29,世锦家和院,开元路,长沙县,两梯十八户,有,商品房,https://cs.lianjia.com/ershoufang/104108718198.html
近地铁，南北通透，环境好， 户型好 格局好,近地铁，南北通透，环境好，装修保养很好 户型好 格局好,479,26944,4室2厅,中楼层,30,精装,南 北,2013,177.78,京武浪琴山,武广新城,雨花,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108692663.html
精装带地暖大两房，满五唯一，诚心出售,此房满五唯一，带地暖，户型周正，看房方便，业主诚心出售。,89,10212,2室2厅,低楼层,20,精装,南,2010,87.16,万国城MOMA二期,福元西路,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108670777.html
店长推荐 满五唯一省个税 双阳台 无遮挡 保养好,满五唯一省个税 双阳台 无遮挡 采光好 拎包入住的小三房,73.8,7925,3室2厅,高楼层,18,精装,北,0,93.13,恒大名都,金星北,望城,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108668036.html
满五唯一 带暖气 精装大四房 万科物业,满五唯一 带暖气 精装大四房 万科物业,146,12494,4室2厅,低楼层,22,精装,南 北,2013,116.86,湘水熙园,省政府,天心,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108691443.html
望城区政府城区景城御苑三房两厅两卫业主急售,此小区坐落于闹市中，出行方便，娱乐购物买菜等生活所需都很方便,65.8,5827,3室2厅,高楼层,32,简装,南,0,112.93,景城御苑,望城区,望城,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108678257.html
楼顶大花.园，地铁4号线在侧，南北通透+大阳台采光好,顶楼大平台，可养花种菜，利用面积大，低公摊,89,7062,3室2厅,高楼层,7,精装,南 北,2003,126.04,新华园,赤岗冲,雨花,一梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108681571.html
自住精装3房 满五唯一 地铁6号线 交通便利  学堂未用,中高楼层 视野开阔 业主诚心出售,107.8,11985,3室2厅,中楼层,11,精装,南,2013,89.95,保利麓谷林语E区,麓谷西,岳麓,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108659776.html
小区唯一在卖精装三房，103万就可以出手，无个税。,此房满五唯一，自住精装修拎包入住，产权清晰放心购买。,103,11720,3室2厅,中楼层,14,其他,南,0,87.89,金房奥斯卡西区,省政府,天心,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108689362.html
自住装修，户型方正实用，前后双阳台，红本，全屋地暖,出行方便，户型方正实用，前后双阳台，红本在手，诚心出售,119,12503,3室2厅,低楼层,18,其他,南,2013,95.18,保利麓谷林语E区,麓谷西,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108677650.html
一线河景，满五唯一，南北通透，9成新装修拎包入住,一线河景，满五唯一，南北通透大三房，9成新装修拎包入住,165,13341,3室1厅,中楼层,33,精装,南 北,2012,123.68,第一湾,四方坪,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108683628.html
豪气装修4房，带车位，可拎包入住,此房装修保养的很好，正规的4房，户型周正，楼层好，诚心出售,155,12684,4室2厅,中楼层,29,精装,南,2015,122.21,欧莱雅郡,汽车南站,雨花,一梯四户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108670907.html
欧莱雅郡别墅区高层 91平3房 户型好环境好视野无遮挡,此房已经随时交易 格局好，楼层好，装修保养好可拎包入住,102,11227,3室2厅,高楼层,33,精装,南,2013,90.86,欧莱雅郡,汽车南站,雨花,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108697221.html
麓谷三房户型周正，朝南户型精装修，带中.央空调,此房户型周正，朝南户型精装修，带中.央空调,96,10634,3室2厅,中楼层,11,精装,南,2009,90.28,远大麓园,麓谷东,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108683841.html
精装2房，户型周正。满五唯一 。交通方便。,动静分离，满五唯一。精装2房，交通便利。生活配套方便。,116,13230,2室2厅,高楼层,27,精装,南 北,2015,87.68,富兴汇中央,铁道学院,天心,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108718988.html
业主诚心出售、出行便利的房子，出门地铁口、居家精装,业主诚心出售、出行便利的房子，出门地铁口、居家精装,91.8,10341,3室2厅,高楼层,34,精装,南,0,88.78,华润置地广场一期,开元路,长沙县,两梯六户,有,商品房,https://cs.lianjia.com/ershoufang/104108717006.html
急售刚需三房，拎包入住，树木岭百万大社区,此房满五唯一，次新小区，配套齐全,78,10169,3室1厅,高楼层,33,精装,西北,2013,76.69,兰亭小时代,树木岭,雨花,两梯七户,有,商品房,https://cs.lianjia.com/ershoufang/104108709091.html
宜居莱茵城 3室2厅 南,链家网真房源，更多房源信息请联系经纪人,142.5,11172,3室2厅,高楼层,32,精装,南,2010,127.56,宜居莱茵城,河西人人乐,岳麓,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108699385.html
万科里梅溪湖精装三房，配套优质，品质小区,配套齐全，中间楼层，房东诚心出售！房间全明！,216,22170,3室2厅,中楼层,22,精装,南,0,97.43,万科里梅溪郡,岳麓其他,岳麓,两梯五户,有,商品房,https://cs.lianjia.com/ershoufang/104108695955.html
百纳公寓 3室2厅 南 北,链家网真房源，更多房源信息请联系经纪人,108,11905,3室2厅,低楼层,33,其他,南 北,2013,90.72,百纳公寓,马王堆,芙蓉,两梯五户,有,商品房,https://cs.lianjia.com/ershoufang/104108682806.html
地铁口 学林西岸 房东诚心出售,，地铁口400米 ，房东诚心出售,128.8,9685,5室2厅,中楼层,30,精装,南 北,2013,133,学林西岸,金星北,望城,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108670908.html
开元路 松雅湖 地铁口 恒基凯旋门 精装电梯三房出售,闲置房产出售，楼层好，采光好，户型方正，配套成熟,115,11014,3室2厅,中楼层,18,精装,东南 南,2013,104.42,恒基凯旋门,开元路,长沙县,两梯五户,有,商品房,https://cs.lianjia.com/ershoufang/104108715205.html
蓝山郡一期 三号线正地铁口  全明朝南 视野好,优质小区，刚需户型，绿化高，配套齐全，居住舒适,118.8,9717,3室2厅,中楼层,33,精装,南,0,122.27,蓝山郡一期,开元路,长沙县,两梯六户,有,商品房,https://cs.lianjia.com/ershoufang/104108712284.html
业主诚售 精装两房 视野开阔 居住舒适,此房业主自住精装修 保养好 中间楼层 视野采光好,62.8,6615,2室2厅,中楼层,16,精装,东南,2011,94.95,博雅湘水湾,泉塘,长沙县,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108696251.html
店长推荐，梅溪湖 、精装二房  一梯二户 低密度,此房为精致两房，视野宽阔，采光好，一梯两户,68,7887,2室2厅,低楼层,6,精装,南,2005,86.22,山水英伦庄园,雷锋镇,岳麓,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104108720707.html
价格实惠，中间楼层，诚心出售，户型周正带两卫,价格实惠，中间楼层，诚心出售，户型周正带两卫,96.8,8787,2室2厅,中楼层,18,精装,南,2007,110.17,佳阳悦景馨都,四方坪,开福,两梯五户,有,商品房,https://cs.lianjia.com/ershoufang/104108666301.html
南北通，格局好 视野采光好 诚心出售成熟配套,南北通，格局好 视野采光好 诚心出售，成熟配套,85,8228,3室2厅,低楼层,11,精装,南 北,2009,103.31,湘林小区,铁道学院,天心,一梯两户,有,经济适用房,https://cs.lianjia.com/ershoufang/104108699276.html
中信广场地铁 青园中信小雪  湘雅医院 没有个税,中信广场地铁 青园中信小雪  湘雅医院 没有个税,65,8442,2室2厅,低楼层,11,精装,南,2014,77,中信文化广场雅居,暮云,天心,一梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108689946.html
华润万象城旁 六沟垅地铁口 大三房低总价 满五 唯一,华润万象城旁六沟垅地铁口 大三房低总价 满五 唯一,115,9045,3室2厅,高楼层,16,简装,南 北,2007,127.15,湘许嘉园一期,银盆岭,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108669211.html
湘江边 香江锦城  正规三房 正地铁站  开福寺 临湘雅,户型周正 位置佳 诚意出售 价格实惠 地铁站旁 临湘雅,130,14509,3室2厅,低楼层,33,简装,南,2012,89.6,香江锦城,伍家岭,开福,两梯五户,有,商品房,https://cs.lianjia.com/ershoufang/104108694721.html
潇湘奥林匹克花园 滨海园林 人车分流 科技产业园,交通便利，楼层号视眼开阔，采光充足，配套设施齐全,120,11272,3室2厅,中楼层,32,其他,南 北,2016,106.46,潇湘奥林匹克花园,麓谷西,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108684846.html
雨花区神复式  精装房 拎包入住,枫树山一路之隔，楼层好、视野开阔，朝南户型，带车位，精装修,115,11735,4室2厅,低楼层,34,精装,北,0,98,中航城,万家丽南路,雨花,三梯十二户,有,商品房,https://cs.lianjia.com/ershoufang/104108700847.html
都市兰亭二房精装 房东自住装修 新,小约建筑年代新，装修好，楼层好，户型好，交通方便.看房方便,72.8,11301,2室2厅,低楼层,32,精装,南,2013,64.42,都市兰亭汇峰苑,雨花亭,雨花,三梯六户,有,商品房,https://cs.lianjia.com/ershoufang/104108708426.html
小区离地铁近，房子精装修，满五唯一，房东急售,小区离地铁近，房子精装修，满五唯一，房东急售,78.8,9163,3室2厅,中楼层,26,精装,南,2013,86,学林西岸,金星北,望城,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108702076.html
房东急售 卓越浅水湾 中高楼层 周南梅溪湖 视野开阔,小区有幼儿园，周南梅溪湖，开发商自带物业，环境优美,165,15473,3室1厅,高楼层,44,精装,南,2017,106.64,卓越浅水湾,梅溪湖南岸,岳麓,三梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108675310.html
地铁500米 精装带暖气片 满5唯一 中间楼层 视野好,精装，带家具家电 满5唯一 带暖气片 楼层高 视野好 能看湖,115.5,9873,3室2厅,中楼层,35,精装,南 北,2015,116.99,时代倾城,金星北,望城,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108689444.html
房东诚心急售 芙蓉广场 韭菜园新富城小区大四房没公摊,此房房东诚心急售 户型周正 楼层居中 紧挨地铁口 出行方便,108,8210,4室2厅,低楼层,8,简装,南 北,0,131.56,新富城,浏城桥,芙蓉,一梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108664220.html
品质次新小区，人车风流，环境好临公园,品质小区 居家装修 保养好，小区人车风流，近公园。采光视,110,8713,3室2厅,高楼层,34,精装,南,2012,126.26,三一街区,万家丽北,长沙县,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108703743.html
梅溪湖金茂悦，地铁口，自住装修,地铁口，配套成熟，房龄新，品质小区，户型周正,203,17662,3室2厅,中楼层,32,精装,南,2015,114.94,金茂悦,梅溪湖北岸,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108705156.html
地铁口，几年前的自住精装修，9成新拎包入住，物业好,公务员小区，地铁口，几年前的自住精装修，9成新拎包入住,132,10684,3室2厅,中楼层,7,精装,南 北,0,123.55,惠泽园,马王堆,芙蓉,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104108681533.html
7天必售 市政府 居家装修 满五唯一 次新小区,7天必售 市政府 居家装修 满五唯一 次新小区,148,12609,3室2厅,低楼层,33,精装,南,0,117.38,奥克斯缔壹城,雷锋大道,岳麓,一梯四户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108684837.html
和泉嘉园优质小三房 婚房装饰 拎包入住,产权清晰，装修8成新，诚心出售,76.8,8432,3室2厅,中楼层,31,精装,南,0,91.09,和泉嘉园,泉塘,长沙县,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108687343.html
全屋定制精装35万 从未入住过 可拎包入住采光好,全屋定制精装35万 从未入住过 可拎包入住采光好,132.8,15105,3室1厅,中楼层,33,精装,南,2013,87.92,万科城市花园,梅溪湖北岸,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108665340.html
西站近地铁口花园式小区精装两房，家电齐全拎包入住,此房满五唯一，格局好，健康楼层，视野开阔，采光充...,68,7827,2室2厅,高楼层,6,精装,南,2000,86.88,阳明山庄,麓谷东,岳麓,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104108724062.html
房子满五唯一，河景精装4房，楼层好,精装修，拎包入住，河景房，看房方便诚心出售,162,12384,4室2厅,高楼层,34,精装,南 北 东,2011,130.82,鑫科明珠,马王堆,芙蓉,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108677011.html
万科品质小区，地铁口，业主自住装修保养好，圭塘河畔,正南向视野好，业主自住的，保养很好,132.8,13921,3室2厅,低楼层,30,精装,南,2014,95.4,万科金域华府,武广新城,雨花,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108664028.html
钰龙天下一期，自住精装四房，南北对流，正对操场,自住精装修，南北对流，宽敞舒适，视野开阔，可以看操场,360,24053,4室1厅,高楼层,36,其他,东南,0,149.67,钰龙天下,观沙岭,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108697320.html
房子业主自住，居家装修，户型周正！,此房格局好，楼层适中，采光好。户型周正，房东诚心,86,7232,3室1厅,中楼层,33,精装,南,2011,118.93,尚都花园城,泉塘,长沙县,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104107275960.html
开福北地铁口双湾国际一线江景房,"1.此房源可以看江，视野开阔。
2.户型周正小三房
3.房东诚心..",123,11776,3室2厅,高楼层,31,毛坯,南,2014,104.45,双湾国际,金霞,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104107650144.html
电梯小高层两梯两户纯板楼 出门有地铁 南北通透大三房,电梯小高层两梯两户纯板楼 出门有地铁 南北通透大三房,143,10918,3室2厅,低楼层,18,精装,南 北,2009,130.98,西岸润泽府,桐梓坡,岳麓,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104107978207.html
精装修带全套家电拎包入住，新中式风格 四房 双阳台,精装修带全套家电拎包入住，新中式风格 四房 双阳台,270,18778,4室2厅,高楼层,40,精装,南,0,143.79,北辰三角洲E6区,北辰三角洲,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104107610767.html
保利天禧 天花板中板 看江看橘子洲看烟花 一线江景房,此房一线江景大平层，客厅看橘子洲头烟花,638,31931,4室2厅,中楼层,52,毛坯,南 北,0,199.81,保利天禧,银盆岭,岳麓,三梯一户,有,商品房,https://cs.lianjia.com/ershoufang/104108719954.html
品质万科城，自住装修，空房，业主诚售。,品质万科城，自住装修，空房，业主诚售。,118,13112,3室2厅,低楼层,34,精装,南,2014,90,万科城二期B区,福元西路,开福,两梯五户,有,商品房,https://cs.lianjia.com/ershoufang/104108724815.html
新天小区 楼层  4楼  户型周正 看房方便,户型周正、公摊小、看房方便、业主诚心出售,86.8,7964,3室1厅,中楼层,7,精装,南,2000,109,新天小区,新开铺,天心,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104108731007.html
湘熙水郡 3室1厅 南,链家网真房源，更多房源信息请联系经纪人,129,13981,3室1厅,高楼层,29,精装,南,2014,92.27,湘熙水郡,洋湖垸,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108713919.html
群芳园 2室1厅 南,链家网真房源，更多房源信息请联系经纪人,69,8334,2室1厅,中楼层,8,简装,南,1994,82.8,群芳园,伍家岭,开福,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104108737276.html
高鑫麓城北欧风精装三房，户型周正采光好，近地铁,高鑫麓城北欧精装三房，户型周正采光好，近地铁,134,15353,3室2厅,低楼层,29,精装,东南,2012,87.27,高鑫麓城,商学院,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108715274.html
地铁口 山水湾WS区便宜的三房 视野采光好 人车分流,地铁口 山水湾WS区便宜的三房 视野采光好 人车分流,69.8,7395,3室2厅,高楼层,33,毛坯,南,2015,94.4,山水湾,万家丽北,长沙县,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108712769.html
南北双阳台，采光好，精装修，拎包入住，,南北双阳台，采光好，精装修，拎包入住，！,159.8,12016,3室2厅,中楼层,11,精装,南,2013,133,茂华国际湘,武广新城,雨花,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108712958.html
湘江世纪城南边苑，居家精装三房两厅两卫，,南北通透双阳台，户型周正，没有浪费面积，完全人车分流,160,12837,3室2厅,低楼层,33,精装,南 北,2009,124.64,世纪城咏江苑,湘江世纪城,开福,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108713737.html
湘江世纪城南边苑，居家精装三房两厅两卫，,南北通透双阳台，户型周正，没有浪费面积，完全人车分流,160,12837,3室2厅,低楼层,33,精装,南 北,2009,124.64,世纪城咏江苑,湘江世纪城,开福,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108713737.html
中建芙蓉嘉苑 3室2厅 东南,链家网真房源，更多房源信息请联系经纪人,146,13003,3室2厅,中楼层,17,毛坯,东南,0,112.29,中建芙蓉嘉苑,省政府,天心,一梯四户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108737998.html
蓉广场，八一桥，电梯大4房，单价9字头，中间楼层,蓉广场，八一桥，电梯大4房，单价9字头，中间楼层,148.8,9987,4室2厅,中楼层,20,精装,南,0,149,银海大厦,松桂园,开福,两梯五户,有,商品房,https://cs.lianjia.com/ershoufang/104108632256.html
和顺洋湖壹号 两梯两户 正规5房 诚心出售,此房是满五唯一可以省个税，户型周正，采光好，花园小区，,240,14118,5室2厅,低楼层,29,毛坯,南,2015,170,和顺洋湖壹号,洋湖垸,岳麓,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108640791.html
优质小4房，房东诚心出售，看房方便,地铁、城铁，小区中间位置，安静,93,9939,4室2厅,低楼层,11,精装,南 北,0,93.58,华银天际,万家丽南路,雨花,一梯三户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108618478.html
华夏 竹韵商居 北桥新村 群芳园 地铁口,出行方便，拎包入住，正规三房，户型好，配套齐全,95,8011,3室2厅,中楼层,5,简装,东南,0,118.59,竹韵商居,伍家岭,开福,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104108654689.html
卷烟厂 楼梯房 视野好 享受卷烟厂绿化 出行方便,这个房子证件在手 业主诚心卖 没有出租过，业主住星沙,40,5839,2室2厅,高楼层,7,精装,南 北,0,68.51,茶馆屋,雨花亭,雨花,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104108445708.html
低于市价20个w 高层可看江景 户型通透 置换交易,虽然是刚需小户型，但是通透性很强，通风采光都是很nice。,162.8,17865,3室2厅,高楼层,45,毛坯,南,0,91.13,保利西海岸,银盆岭,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104107899405.html
南北通透小三房，不靠铁路，满五唯一，业主诚心出售,珠江郦城看河景小三房，保养好，业主诚心出售，视野好,115,12691,3室2厅,高楼层,18,精装,南 北,2015,90.62,珠江郦城薰衣道,福元西路,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104106707357.html
梅溪湖地铁2号线和6号线 毛坯价格买精装,梅溪湖地铁2号线和6号线 精装修房，楼层好,124.8,13731,3室2厅,高楼层,33,精装,南,2016,90.89,梅溪鑫苑名家,东方红,岳麓,两梯十三户,有,商品房,https://cs.lianjia.com/ershoufang/104108411249.html
